# ljz_20131022_MR_Chym1_ELUTE.mzML,,,,,,,,,,,,,,,,
index,id,event,analyzer,msLevel,rt,mzLow,mzHigh,basePeakMZ,basePeakInt,TIC,charge,precursorMZ,thermo_monoMZ,filterStringMZ,ionInjectionTime,obs.mass
1556,0.1.6873,2,Unknown,ms2,1954.75,99,1940,360.0299,91285,1059227.2,4,464.4497,464.4494,464.45,120,1853.77
1557,0.1.6874,2,Unknown,ms2,1954.9,99,798,360.0672,41034.91,554682,2,376.7204,376.7203,376.72,120,751.4262
1558,0.1.6876,2,Unknown,ms2,1955.29,99,1914,230.1142,166736.77,660661.56,2,917.9243,917.923,918.42,120,1833.834
1559,0.1.6877,2,Unknown,ms2,1955.58,99,2667,204.0874,119663.8,1244056.2,3,854.6982,854.6991,855.37,120,2561.073
1560,0.1.6878,2,Unknown,ms2,1955.74,99,2596,138.0554,31499.15,175583.62,3,833.3511,833.3531,833.69,120,2497.031
1561,0.1.6879,2,Unknown,ms2,1955.89,99,1056,110.0721,28098.51,113022.31,2,501.7,501.7008,501.7,120,1001.385
1562,0.1.6881,2,Unknown,ms2,1956.47,99,1919,212.1037,182621.61,1329520,3,613.6087,613.6092,613.61,120,1837.804
1563,0.1.6882,2,Unknown,ms2,1956.62,99,1894,212.1037,223499.69,1408241.1,3,606.2814,606.2813,606.28,120,1815.822
1564,0.1.6885,2,Unknown,ms2,1957.38,99,3127,138.0554,137025.16,1276339.1,4,753.326,753.3258,753.58,120,3009.275
1565,0.1.6886,2,Unknown,ms2,1957.54,99,3051,204.0873,75465.97,391898.62,3,980.0906,980.092,980.43,120,2937.25
1566,0.1.6888,2,Unknown,ms2,1957.93,99,1061,110.0719,72828.69,401653.62,2,504.2334,504.2334,504.23,120,1006.452
1567,0.1.6889,2,Unknown,ms2,1958.08,99,1985,138.0556,21137.14,271034.56,3,634.9139,634.915,635.25,120,1901.72
1568,0.1.6890,2,Unknown,ms2,1958.24,99,1035,126.0556,21687.51,272656.66,2,492.2334,492.2331,492.23,120,982.4522
1569,0.1.6891,2,Unknown,ms2,1958.39,99,995,129.1029,60169.41,712681.12,2,473.1901,473.1903,473.19,118.8625,944.3656
1570,0.1.6892,2,Unknown,ms2,1958.55,99,3076,138.0555,73570.53,914245.62,4,740.8268,740.8267,741.33,120,2959.278
1571,0.1.6894,2,Unknown,ms2,1958.94,99,3076,204.0873,64901.21,366990.16,3,987.4201,987.4192,988.09,120,2959.238
1572,0.1.6895,2,Unknown,ms2,1959.09,99,955,110.0719,60662.48,534896.38,2,453.2358,453.2363,453.24,120,904.457
1573,0.1.6896,2,Unknown,ms2,1959.24,99,889,231.1347,33866.77,279656.03,2,421.2445,421.2454,421.24,120,840.4744
1574,0.1.6897,2,Unknown,ms2,1959.4,99,1015,482.1566,152928.41,1229267.2,2,483.2282,483.2292,483.23,120,964.4418
1575,0.1.6898,2,Unknown,ms2,1959.55,99,2844,138.0554,94040.11,1478099,4,684.0448,684.0446,684.3,120,2732.15
1576,0.1.6899,2,Unknown,ms2,1959.71,99,3091,204.0872,65903.21,321165.28,3,993.4441,993.4438,993.78,120,2977.31
1577,0.1.6902,2,Unknown,ms2,1960.65,99,2728,204.0873,92720.06,1432185.4,3,875.7426,875.7442,876.08,120,2624.206
1578,0.1.6903,2,Unknown,ms2,1960.81,99,2819,138.0555,63747.73,821154.81,4,677.7715,677.7726,678.02,120,2707.057
1579,0.1.6904,2,Unknown,ms2,1960.96,99,2682,204.0875,56387.76,873183.94,3,860.702,860.7028,861.04,120,2579.084
1580,0.1.6905,2,Unknown,ms2,1961.12,99,2798,138.0555,130186.36,1912034.6,4,673.0429,673.0426,673.29,120,2688.142
1581,0.1.6907,2,Unknown,ms2,1961.51,99,889,133.0613,79480.3,463206.81,2,422.732,422.7319,422.73,120,843.4494
1582,0.1.6908,2,Unknown,ms2,1961.66,99,2536,204.0874,35003.83,174474.67,3,813.6749,813.6739,814.01,120,2438.003
1583,0.1.6909,2,Unknown,ms2,1961.82,99,1030,110.072,55534.84,354546.25,2,490.2365,490.2363,490.24,120,978.4584
1584,0.1.6910,2,Unknown,ms2,1961.97,99,2026,204.0873,52816.63,230380.48,2,972.4424,972.4422,972.94,120,1942.87
1585,0.1.6912,2,Unknown,ms2,1962.37,99,1116,110.072,115104.7,1349127.2,2,530.7469,530.7467,530.75,120,1059.479
1586,0.1.6913,2,Unknown,ms2,1962.6,99,2935,138.0554,103856.2,1131197.9,4,706.3055,706.307,706.56,120,2821.193
1587,0.1.6914,2,Unknown,ms2,1962.76,99,1025,760.3966,27227.51,215080.81,2,487.7692,487.7696,487.77,120,973.5238
1588,0.1.6917,2,Unknown,ms2,1963.51,99,2627,778.8802,162842.89,2278396.2,4,631.7812,631.7809,632.03,120,2523.096
1589,0.1.6918,2,Unknown,ms2,1963.67,99,1000,227.0407,302591.53,2086808.4,3,315.7955,315.7956,315.8,120,944.3647
1590,0.1.6919,2,Unknown,ms2,1963.82,99,2768,204.0873,139830.34,830219.5,3,888.0424,888.0422,888.38,120,2661.105
1591,0.1.6921,2,Unknown,ms2,1964.21,99,2728,138.0555,137233.56,2654242,4,656.0338,656.0343,656.28,120,2620.106
1592,0.1.6922,2,Unknown,ms2,1964.37,99,914,639.309,53699.79,726359.94,2,433.7232,433.7234,433.72,120,865.4318
1593,0.1.6923,2,Unknown,ms2,1964.52,99,3096,138.0555,38095.61,252382.19,4,745.3416,745.3416,745.84,120,2977.337
1594,0.1.6924,2,Unknown,ms2,1964.68,99,2738,138.0554,132259.47,3538237,3,878.3693,878.3708,878.7,120,2632.086
1595,0.1.6926,2,Unknown,ms2,1965.07,99,1172,131.0821,62592.63,446458.44,2,558.7895,558.7899,558.79,120,1115.564
1596,0.1.6927,2,Unknown,ms2,1965.23,99,1925,138.0554,58370.66,385313.12,2,923.8624,923.8631,924.36,120,1845.71
1597,0.1.6928,2,Unknown,ms2,1965.38,99,2258,204.0875,49998.79,279305.19,2,1085.9165,1085.915,1085.91,120,2169.818
1598,0.1.6929,2,Unknown,ms2,1965.54,99,2010,204.0874,130990.31,666819.06,2,965.9131,965.9135,965.91,120,1929.812
1599,0.1.6930,2,Unknown,ms2,1965.7,99,2228,204.0872,50574.77,243650.88,2,1069.9331,1069.9298,1070.43,120,2137.852
1600,0.1.6932,2,Unknown,ms2,1966.19,99,652,143.1184,3245750,14540640,2,305.1731,305.1731,305.17,34.9324,608.3316
1601,0.1.6933,2,Unknown,ms2,1966.34,99,2319,204.0874,35757.56,144884.73,2,1114.9816,1114.9798,1115.48,120,2227.949
1602,0.1.6934,2,Unknown,ms2,1966.5,99,838,315.113,66262.34,838454.81,2,396.6654,396.6652,396.67,120,791.3162
1603,0.1.6935,2,Unknown,ms2,1966.65,99,2788,204.0874,91953.19,913770.44,3,894.7522,894.7505,895.08,120,2681.235
1604,0.1.6937,2,Unknown,ms2,1967.04,99,2627,204.0874,132668.56,1175485.2,3,842.0354,842.0396,842.37,120,2523.084
1605,0.1.6938,2,Unknown,ms2,1967.2,99,1409,132.1025,39434.07,602499.81,3,449.235,449.2354,449.57,120,1344.683
1606,0.1.6939,2,Unknown,ms2,1967.35,99,687,626.3278,37997.97,338106.34,2,324.6783,324.6589,324.66,120,647.342
1607,0.1.6940,2,Unknown,ms2,1967.43,99,849,598.2961,979853.12,10272625,2,400.719,400.7192,400.72,36.5697,799.4234
1608,0.1.6941,2,Unknown,ms2,1967.57,99,2738,833.8837,829350.81,15025217,4,659.0286,659.0292,659.28,104.8683,2632.085
1609,0.1.6943,2,Unknown,ms2,1967.96,99,1556,472.2894,205521.44,1437110,3,495.5853,495.5857,495.59,120,1483.734
1610,0.1.6944,2,Unknown,ms2,1968.11,99,2778,138.0555,54740.97,678451.56,4,668.516,668.5217,668.77,120,2670.035
1611,0.1.6945,2,Unknown,ms2,1968.27,99,2748,204.0874,48095.52,468767.06,3,881.6989,881.6921,882.03,120,2642.075
1612,0.1.6946,2,Unknown,ms2,1968.42,99,1505,138.0555,49687.81,237482.28,2,720.558,720.5575,720.56,120,1439.101
1613,0.1.6949,2,Unknown,ms2,1969.18,99,1106,120.0814,1366383.2,8123552.5,3,350.8041,350.804,350.8,69.7473,1049.39
1614,0.1.6950,2,Unknown,ms2,1969.34,99,2677,804.8772,134385.06,2933262.2,3,859.3697,859.37,859.7,120,2575.087
1615,0.1.6951,2,Unknown,ms2,1969.49,99,2708,138.0555,100286.87,2258460.2,3,867.6933,867.6936,868.36,120,2600.058
1616,0.1.6952,2,Unknown,ms2,1969.65,99,2697,814.3806,222660.48,3610147.2,3,865.7057,865.7063,866.04,120,2594.095
1617,0.1.6953,2,Unknown,ms2,1969.8,99,1187,143.1183,27366.86,169063.38,2,566.7905,566.7901,567.29,120,1131.566
1618,0.1.6955,2,Unknown,ms2,1970.19,99,1101,603.2329,33181.21,393630.81,2,525.7029,525.7023,525.7,120,1049.391
1619,0.1.6956,2,Unknown,ms2,1970.43,99,2561,138.0555,106964.55,1117485.2,3,821.7245,821.7246,822.06,120,2462.152
1620,0.1.6957,2,Unknown,ms2,1970.58,99,1657,138.0554,35134.37,449484.66,2,794.3324,792.3241,794.33,120,1586.65
1621,0.1.6959,2,Unknown,ms2,1971.16,99,2708,817.3622,392900.06,7146035.5,4,651.0221,651.0224,651.27,120,2600.059
1622,0.1.6960,2,Unknown,ms2,1971.31,99,2697,811.3444,196749.38,3138913,4,648.0128,648.0125,648.51,120,2588.022
1623,0.1.6961,2,Unknown,ms2,1971.47,99,1035,188.0713,41101.59,455038.56,2,493.2178,493.2187,493.22,120,984.421
1624,0.1.6962,2,Unknown,ms2,1971.62,99,1192,159.077,17511.89,180049.33,2,569.7803,569.7803,569.78,120,1137.546
1625,0.1.6965,2,Unknown,ms2,1972.38,99,909,129.1029,295002.25,2454435.8,2,430.2502,430.2502,430.25,112.5826,858.4858
1626,0.1.6966,2,Unknown,ms2,1972.5,99,707,439.2314,845934.5,3783735.8,2,333.6838,333.6838,333.68,85.2422,665.353
1627,0.1.6967,2,Unknown,ms2,1972.65,99,2389,204.0874,91927.09,360952.38,2,1149.4974,1149.4996,1150,120,2296.98
1628,0.1.6968,2,Unknown,ms2,1972.81,99,945,361.0273,181229.91,914348.44,2,448.1847,448.1844,448.18,120,894.3548
1629,0.1.6969,2,Unknown,ms2,1972.96,99,1015,483.1541,112726.13,474734.91,2,483.7186,483.7177,483.72,120,965.4226
1630,0.1.6971,2,Unknown,ms2,1973.35,99,818,355.0709,1732391.8,15484285,2,387.7107,387.7108,387.71,40.1912,773.4068
1631,0.1.6972,2,Unknown,ms2,1973.58,99,1303,294.0295,80036.2,973299.94,3,414.8683,414.8683,414.87,120,1241.583
1632,0.1.6974,2,Unknown,ms2,1973.97,99,1005,110.072,105735.64,912162.38,3,317.8278,317.8279,317.83,120,950.4616
1633,0.1.6975,2,Unknown,ms2,1974.2,99,2910,138.0555,70617.67,910896.88,4,699.5417,699.5423,699.79,120,2794.138
1634,0.1.6976,2,Unknown,ms2,1974.36,99,2132,126.0557,31508.6,290972.59,2,1022.9789,1022.9795,1023.48,120,2043.943
1635,0.1.6977,2,Unknown,ms2,1974.51,99,1081,110.072,26039.52,215707.5,2,515.7415,515.7418,515.74,120,1029.468
1636,0.1.6980,2,Unknown,ms2,1975.27,99,2132,126.0557,103767.44,1143988,3,682.3223,682.322,682.32,120,2043.945
1637,0.1.6981,2,Unknown,ms2,1975.43,99,2935,204.0873,48589.69,317167.66,3,941.3952,941.3968,941.73,120,2821.164
1638,0.1.6982,2,Unknown,ms2,1975.58,99,2172,299.0627,46442.69,487013.22,4,521.4803,521.4805,521.73,120,2081.892
1639,0.1.6983,2,Unknown,ms2,1975.74,99,2157,126.0556,86773.66,962055.12,3,689.6497,689.6499,689.98,120,2065.927
1640,0.1.6984,2,Unknown,ms2,1975.89,99,2394,204.0873,191164.23,848089.69,3,766.6683,766.6687,767,120,2296.983
1641,0.1.6985,2,Unknown,ms2,1976.05,99,2824,138.0555,106960.41,1613627.9,4,679.5406,679.5417,680.04,120,2714.133
1642,0.1.6986,2,Unknown,ms2,1976.2,99,1232,126.0555,9079.1,89885.76,2,587.3,587.3,587.3,120,1172.585
1643,0.1.6989,2,Unknown,ms2,1976.96,99,1339,138.0555,64450.15,521828.25,2,640.2721,640.2704,640.27,120,1278.53
1644,0.1.6990,2,Unknown,ms2,1977.12,99,1758,346.1407,49961.15,141073.75,3,561.6017,561.6011,561.94,120,1681.783
1645,0.1.6991,2,Unknown,ms2,1977.27,99,990,470.1052,40723.48,328646,2,471.2225,471.2229,471.22,120,940.4304
1646,0.1.6993,2,Unknown,ms2,1977.66,99,3127,138.0554,138614.84,1289264.1,4,753.325,753.3261,753.58,120,3009.271
1647,0.1.6994,2,Unknown,ms2,1977.95,99,2692,138.0555,101969.7,1898585.2,3,863.6807,863.6811,864.02,120,2588.02
1648,0.1.6995,2,Unknown,ms2,1978.11,99,934,173.0926,171749.31,1761430.6,2,442.697,442.697,442.7,120,883.3794
1649,0.1.6997,2,Unknown,ms2,1978.5,99,742,120.0814,153148.56,1207503,2,351.2153,351.2154,351.22,120,700.416
1650,0.1.6998,2,Unknown,ms2,1978.65,99,1056,156.0773,118263.05,739686.5,2,502.236,502.2364,502.24,120,1002.457
1651,0.1.6999,2,Unknown,ms2,1978.81,99,2334,204.0873,52395.12,182116.33,2,1120.9292,1120.9282,1121.43,120,2239.844
1652,0.1.7000,2,Unknown,ms2,1978.97,99,1303,294.0297,47919.52,847064.88,3,415.2341,415.2349,415.23,120,1242.68
1653,0.1.7003,2,Unknown,ms2,1979.72,99,2844,138.0555,124168.41,2189447.5,4,684.0443,684.045,684.54,120,2732.148
1654,0.1.7004,2,Unknown,ms2,1979.88,99,2000,204.0871,45616.09,249014.91,2,960.9261,960.9257,961.43,120,1919.838
1655,0.1.7005,2,Unknown,ms2,1980.03,99,2571,204.0874,97940.44,728574.19,3,823.7212,823.722,824.06,120,2468.142
1656,0.1.7006,2,Unknown,ms2,1980.19,99,2990,204.0874,64084.65,608050.88,4,720.0538,720.0557,720.31,120,2876.186
1657,0.1.7007,2,Unknown,ms2,1980.34,99,722,261.1317,28354.4,444675.16,2,341.1896,341.1892,341.19,120,680.3646
1658,0.1.7008,2,Unknown,ms2,1980.5,99,2460,204.0874,51236.27,308251,3,788.0178,788.0166,788.35,120,2361.032
1659,0.1.7010,2,Unknown,ms2,1981.07,99,2728,204.0872,150974.98,2799589.5,3,875.7436,875.7428,876.08,120,2624.209
1660,0.1.7011,2,Unknown,ms2,1981.23,99,2758,138.0554,104680.25,1395481.8,4,663.7794,663.7788,664.03,120,2651.088
1661,0.1.7012,2,Unknown,ms2,1981.38,99,2541,204.0874,81468.33,575935.44,3,815.3703,815.3674,815.7,120,2443.089
1662,0.1.7014,2,Unknown,ms2,1981.77,99,2642,138.0555,43120.89,443580.59,3,847.0238,847.0181,847.35,120,2538.05
1663,0.1.7015,2,Unknown,ms2,1981.93,99,889,133.0613,36620.75,324399.03,2,422.732,422.7323,422.73,120,843.4494
1664,0.1.7016,2,Unknown,ms2,1982.08,99,687,325.1262,18469.75,191004.11,2,324.6769,324.6778,324.68,120,647.3392
1665,0.1.7017,2,Unknown,ms2,1982.24,99,1167,827.4387,152333.3,1468106.2,2,557.289,557.2892,557.29,120,1112.563
1666,0.1.7018,2,Unknown,ms2,1982.39,99,2500,138.0555,67629.21,470736.72,3,800.9887,800.989,801.32,120,2399.944
1667,0.1.7020,2,Unknown,ms2,1982.78,99,1116,156.0773,158294.39,1287253.4,2,530.7472,530.7469,530.75,120,1059.48
1668,0.1.7021,2,Unknown,ms2,1982.94,99,2809,138.0554,68173.8,811238.38,4,675.2726,675.2704,675.52,120,2697.061
1669,0.1.7022,2,Unknown,ms2,1983.09,99,2223,126.0556,89755.73,679608.5,3,711.3337,711.3318,711.67,120,2130.979
1670,0.1.7023,2,Unknown,ms2,1983.25,99,2844,138.0555,107406.06,1666062.5,4,684.0438,684.0438,684.29,120,2732.146
1671,0.1.7024,2,Unknown,ms2,1983.41,99,2223,204.0873,78908.09,334755.59,2,1068.4722,1068.4687,1068.97,120,2134.93
1672,0.1.7025,2,Unknown,ms2,1983.56,99,1227,110.0719,64126.88,206202.84,2,585.7884,585.7895,585.79,120,1169.562
1673,0.1.7026,2,Unknown,ms2,1983.72,99,2020,204.0872,69265.51,335769.03,2,968.9016,968.9023,969.4,120,1935.789
1674,0.1.7028,2,Unknown,ms2,1984.11,99,2768,806.9117,508429.12,9315224,3,887.3776,887.3784,887.71,111.4147,2659.111
1675,0.1.7029,2,Unknown,ms2,1984.26,99,879,201.1241,43506.02,900960.19,2,415.7427,415.7435,415.74,120,829.4708
1676,0.1.7030,2,Unknown,ms2,1984.42,99,2046,204.0873,46949.39,289879.03,2,982.9264,982.9241,983.43,120,1963.838
1677,0.1.7031,2,Unknown,ms2,1984.57,99,1015,120.0814,299764.66,1759328.4,3,322.1828,322.1825,322.18,120,963.5266
1678,0.1.7032,2,Unknown,ms2,1984.73,99,2243,126.0556,98715.57,707909.94,3,718.9883,718.9912,719.33,120,2153.943
1679,0.1.7033,2,Unknown,ms2,1984.88,99,1106,797.4283,131542.28,1236105.1,2,527.7704,527.7705,527.77,120,1053.526
1680,0.1.7035,2,Unknown,ms2,1985.27,99,2223,204.0876,45743.93,309147.03,2,1066.9889,1066.9903,1067.49,120,2131.963
1681,0.1.7036,2,Unknown,ms2,1985.43,99,1076,110.072,52434.69,396377.69,2,513.2272,513.2279,513.23,120,1024.44
1682,0.1.7037,2,Unknown,ms2,1985.58,99,1212,759.3468,8000.62,93135.14,2,577.7882,577.7877,577.79,120,1153.562
1683,0.1.7038,2,Unknown,ms2,1985.74,99,1020,241.0938,165757.58,2408697.8,2,484.2355,484.2353,484.24,120,966.4564
1684,0.1.7039,2,Unknown,ms2,1985.89,99,2864,138.0555,85575.08,1408544.1,4,688.5505,688.5503,688.8,120,2750.173
1685,0.1.7041,2,Unknown,ms2,1986.47,99,2874,138.0554,139856.36,1893476.8,4,692.0365,692.0383,692.29,120,2764.117
1686,0.1.7042,2,Unknown,ms2,1986.62,99,652,111.1175,294951.5,2399496.8,2,305.173,305.1728,305.17,120,608.3314
1687,0.1.7043,2,Unknown,ms2,1986.78,99,2647,204.0874,107904.52,1172249.5,3,849.6947,849.6952,850.03,120,2546.062
1688,0.1.7044,2,Unknown,ms2,1986.93,99,874,243.1095,105531.49,1364017,2,413.7266,413.7269,413.73,120,825.4386
1689,0.1.7046,2,Unknown,ms2,1987.32,99,2627,138.0555,170437.06,4716211,3,841.6886,841.6889,842.02,120,2522.044
1690,0.1.7047,2,Unknown,ms2,1987.47,99,1096,110.072,103411.46,991588.81,3,347.8087,347.8086,347.81,120,1040.404
1691,0.1.7048,2,Unknown,ms2,1987.63,99,1990,138.0555,39423.77,238046.14,2,954.3907,954.3902,954.89,120,1906.767
1692,0.1.7049,2,Unknown,ms2,1987.71,99,2819,873.4454,2797675.8,44675020,3,905.0811,905.0811,905.42,29.0024,2712.221
1693,0.1.7050,2,Unknown,ms2,1987.86,99,2738,138.0555,92268.26,1802051.1,3,878.3686,878.3695,878.7,120,2632.084
1694,0.1.7051,2,Unknown,ms2,1988.02,99,2652,138.0555,228053.28,3788115.2,3,851.0643,851.0651,851.4,120,2550.171
1695,0.1.7053,2,Unknown,ms2,1988.41,99,2738,833.3751,313801.34,6394783.5,4,659.0285,659.0282,659.28,120,2632.085
1696,0.1.7054,2,Unknown,ms2,1988.56,99,2965,138.0555,76603.6,771640.19,4,714.0472,714.051,714.3,120,2852.16
1697,0.1.7055,2,Unknown,ms2,1988.72,99,2091,204.0872,62737.27,288291.5,2,1003.9373,1003.9332,1004.43,120,2005.86
1698,0.1.7056,2,Unknown,ms2,1988.87,99,1243,110.072,224274.75,2555758.8,3,395.5341,395.5339,395.53,120,1183.58
1699,0.1.7057,2,Unknown,ms2,1989.03,99,909,208.9538,73349.32,461536.69,2,430.2589,430.2589,430.26,120,858.5032
1700,0.1.7058,2,Unknown,ms2,1989.18,99,1010,183.1136,135588.2,1502434.9,3,319.5363,319.5361,319.54,120,955.5871
1701,0.1.7060,2,Unknown,ms2,1989.57,99,727,201.1241,74475.92,835504.88,2,344.1708,344.1706,344.17,120,686.327
1702,0.1.7061,2,Unknown,ms2,1989.73,99,2041,204.0875,40468.85,211858.73,2,979.8957,979.8965,980.4,120,1957.777
1703,0.1.7062,2,Unknown,ms2,1989.88,99,843,774.41,19204.79,193285.61,2,398.7023,398.7019,398.7,120,795.39
1704,0.1.7063,2,Unknown,ms2,1990.04,99,2844,912.7406,151646.23,2038388,3,912.4091,912.4087,912.74,120,2734.205
1705,0.1.7064,2,Unknown,ms2,1990.19,99,2263,126.0556,48604.91,379796.34,4,543.4846,543.4849,543.74,120,2169.909
1706,0.1.7065,2,Unknown,ms2,1990.35,99,1192,568.2783,87985.51,331519.97,2,568.2801,568.2799,568.28,120,1134.546
1707,0.1.7067,2,Unknown,ms2,1990.92,99,2702,204.0873,97268.82,1548510.1,3,867.6941,867.694,868.03,120,2600.06
1708,0.1.7068,2,Unknown,ms2,1991.08,99,919,129.1028,42636.78,841830.88,2,435.2337,435.2328,435.23,120,868.4528
1709,0.1.7069,2,Unknown,ms2,1991.23,99,985,110.072,352465.91,2106985.2,2,467.2331,467.2335,467.23,120,932.4516
1710,0.1.7070,2,Unknown,ms2,1991.39,99,1328,226.1193,34478.72,333115.22,2,635.3564,635.3566,635.36,120,1268.698
1711,0.1.7071,2,Unknown,ms2,1991.54,99,2809,138.0555,92034.1,1295252.1,4,675.7956,675.7974,676.05,120,2699.153
1712,0.1.7072,2,Unknown,ms2,1991.69,99,1040,110.0719,85669.18,517345.81,2,496.2356,496.2366,496.24,120,990.4566
1713,0.1.7074,2,Unknown,ms2,1992.09,99,2708,817.3625,248823.52,4945188.5,4,651.0219,651.0226,651.27,120,2600.058
1714,0.1.7075,2,Unknown,ms2,1992.32,99,5739,912.7394,137722.11,1266783.8,6,923.7306,923.7319,924.07,120,5536.34
1715,0.1.7076,2,Unknown,ms2,1992.47,99,2627,778.874,184035.97,3059226.2,4,631.7813,631.7804,632.03,120,2523.096
1716,0.1.7078,2,Unknown,ms2,1992.86,99,1227,827.4388,37896.79,360988.47,2,585.8,585.8016,585.8,120,1169.585
1717,0.1.7079,2,Unknown,ms2,1993.02,99,2905,138.0555,70059.5,892439,4,698.0523,698.0526,698.55,120,2788.18
1718,0.1.7080,2,Unknown,ms2,1993.17,99,2576,138.0556,51699.94,473039.16,4,619.7558,619.7571,620.01,120,2474.994
1719,0.1.7081,2,Unknown,ms2,1993.33,99,5572,127.0396,158319.27,1322181.6,6,896.7224,896.7231,897.06,120,5374.291
1720,0.1.7082,2,Unknown,ms2,1993.48,99,3920,204.0874,94778.81,781518.88,5,756.1583,756.1585,756.36,120,3775.755
1721,0.1.7083,2,Unknown,ms2,1993.64,99,1131,538.7603,71927.09,581765.81,2,538.7607,538.7615,538.76,120,1075.507
1722,0.1.7085,2,Unknown,ms2,1994.03,99,818,355.0709,1796675.8,15705555,2,387.7107,387.7107,387.71,44.7853,773.4068
1723,0.1.7086,2,Unknown,ms2,1994.18,99,1217,272.1613,75403.01,243565.39,2,580.2953,580.2961,580.3,120,1158.576
1724,0.1.7087,2,Unknown,ms2,1994.34,99,1025,110.072,137956.52,848270.88,2,487.732,487.7551,487.76,120,973.4494
1725,0.1.7088,2,Unknown,ms2,1994.49,99,2854,138.0555,149381.94,2649970.8,4,686.3074,686.3075,686.56,120,2741.2
1726,0.1.7089,2,Unknown,ms2,1994.65,99,2263,126.0556,156568.75,1104713.2,3,725.3524,725.3538,725.69,120,2173.035
1727,0.1.7090,2,Unknown,ms2,1994.8,99,2697,138.0555,147937.42,2111693.8,4,648.03,648.0129,648.26,120,2588.091
1728,0.1.7091,2,Unknown,ms2,1994.96,99,682,129.1029,94927.98,1360222.2,2,320.6758,320.6758,320.68,120,639.337
1729,0.1.7092,2,Unknown,ms2,1995.11,99,2687,204.0875,84378.14,1374593.9,3,862.0257,862.0274,862.36,120,2583.055
1730,0.1.7093,2,Unknown,ms2,1995.27,99,1025,110.072,211611,1313892,2,487.2303,487.2305,487.23,120,972.446
1731,0.1.7095,2,Unknown,ms2,1995.84,99,2915,138.0555,109292.64,1518368,4,701.0605,701.0549,701.31,120,2800.213
1732,0.1.7096,2,Unknown,ms2,1996,99,2748,204.0875,57699.7,495440.44,3,881.698,881.6975,882.03,120,2642.072
1733,0.1.7097,2,Unknown,ms2,1996.15,99,3086,204.0873,333999.41,1629243.2,3,991.4116,991.4124,991.75,120,2971.213
1734,0.1.7098,2,Unknown,ms2,1996.31,99,1874,136.0763,124094.69,462394.56,3,598.5903,598.5901,598.59,120,1792.749
1735,0.1.7099,2,Unknown,ms2,1996.46,99,1333,244.1664,60179.13,1115584.2,3,423.8723,423.8724,423.87,120,1268.595
1736,0.1.7102,2,Unknown,ms2,1997.22,99,5461,127.0395,98333.48,669113.81,5,1054.8584,1054.8579,1055.46,120,5269.256
1737,0.1.7103,2,Unknown,ms2,1997.37,99,5739,127.0396,70719.3,412768.62,5,1108.2778,1108.2756,1108.88,120,5536.353
1738,0.1.7104,2,Unknown,ms2,1997.53,99,5441,127.0396,215353.41,2547197.5,5,1050.8502,1050.8464,1051.45,120,5249.215
1739,0.1.7105,2,Unknown,ms2,1997.69,99,1985,204.0873,435621.88,2572082,2,952.4028,952.4043,952.91,120,1902.791
1740,0.1.7106,2,Unknown,ms2,1997.84,99,1081,110.0719,109026.65,1533253.1,3,343.4541,343.4539,343.45,120,1027.34
1741,0.1.7107,2,Unknown,ms2,1998,99,2718,204.0872,202477.59,1247394.2,3,872.3957,872.3972,872.73,120,2614.165
1742,0.1.7109,2,Unknown,ms2,1998.39,99,945,361.0275,215500.34,967445.44,2,448.185,448.1842,448.18,120,894.3554
1743,0.1.7110,2,Unknown,ms2,1998.54,99,1005,110.0719,73892.92,766868.75,3,317.8276,317.8275,317.83,120,950.461
1744,0.1.7111,2,Unknown,ms2,1998.7,99,2005,958.4359,173467.17,1385564.5,2,963.3941,963.393,963.39,120,1924.774
1745,0.1.7112,2,Unknown,ms2,1998.85,99,1278,355.0709,80141.79,1009449.8,2,609.8135,609.8137,609.81,120,1217.612
1746,0.1.7113,2,Unknown,ms2,1999.01,99,1071,156.0773,58828.68,318823.38,2,510.2327,510.2324,510.23,120,1018.451
1747,0.1.7115,2,Unknown,ms2,1999.39,99,1056,156.0773,9066817,60090660,2,502.2355,502.2356,502.24,6.5026,1002.456
1748,0.1.7116,2,Unknown,ms2,1999.64,99,2889,138.0554,182440.22,3190421.8,4,695.5399,695.54,695.79,120,2778.13
1749,0.1.7117,2,Unknown,ms2,1999.79,99,2955,204.0873,94639.66,920804.56,3,947.7691,947.7679,948.44,120,2840.285
1750,0.1.7119,2,Unknown,ms2,2000.18,99,5441,138.0553,28399.12,259823.2,4,1313.0592,1313.0577,1313.81,120,5248.208
1751,0.1.7120,2,Unknown,ms2,2000.34,99,742,360.2251,62386.98,754802.44,2,351.2153,351.2151,351.22,120,700.416
1752,0.1.7121,2,Unknown,ms2,2000.41,99,5406,127.0396,1213515.2,11227481,5,1043.4538,1043.4536,1044.05,17.1527,5212.233
1753,0.1.7122,2,Unknown,ms2,2000.57,99,950,101.0718,27427.81,527206.44,2,450.755,450.7552,450.76,120,899.4954
1754,0.1.7124,2,Unknown,ms2,2000.95,99,2000,204.0873,129037.42,667997.12,2,960.9173,960.9163,960.92,120,1919.82
1755,0.1.7125,2,Unknown,ms2,2001.11,99,1475,469.1048,174604.42,1158876.1,3,469.5718,467.2331,469.57,120,1405.694
