# ljz_20131022_MR_Chym1_ELUTE.mzML
#
# index: 4179
# id: controllerType=0 controllerNumber=1 scan=10283
# scanNumber: 10283
# massAnalyzerType: quadrupole
# scanEvent: 2
# msLevel: 2
# retentionTime: 2570.71
# filterString: FTMS + p NSI d Full ms2 813.05@hcd28.00 [100.00-2510.00]
# mzLow: 99.0035
# mzHigh: 2535.78
# basePeakMZ: 204.087
# basePeakIntensity: 1.71709e+006
# totalIonCurrent: 1.36551e+007
# precursorCount: 1
# precursor 0: 812.714 6.62323e+006
# binary (5959): 
     99.0035	      0.0000
     99.0044	      0.0000
     99.0054	      0.0000
     99.0063	      0.0000
    101.0184	      0.0000
    101.0194	      0.0000
    101.0204	      0.0000
    101.0213	      0.0000
    101.0223	   1463.6639
    101.0233	   2630.6589
    101.0242	   3180.0376
    101.0252	   2637.8394
    101.0261	   1403.5078
    101.0271	      0.0000
    101.0281	      0.0000
    101.0290	      0.0000
    101.0300	      0.0000
    101.0541	      0.0000
    101.0550	      0.0000
    101.0560	      0.0000
    101.0570	      0.0000
    101.0579	    358.8597
    101.0589	   1501.7773
    101.0599	   2989.5012
    101.0608	   3836.5820
    101.0618	   3444.6362
    101.0628	   2161.2769
    101.0637	    898.6565
    101.0647	      0.0000
    101.0656	      0.0000
    101.0666	      0.0000
    101.0676	      0.0000
    101.0685	   1077.4117
    101.0695	   2783.9038
    101.0705	   6293.4370
    101.0714	   9293.9639
    101.0724	   8291.9375
    101.0734	   5018.0083
    101.0743	   1926.1467
    101.0753	    719.4445
    101.0762	      0.0000
    101.0771	      0.0000
    101.0781	      0.0000
    101.0791	      0.0000
    107.3842	      0.0000
    107.3852	      0.0000
    107.3863	      0.0000
    107.3873	      0.0000
    107.3884	      0.0000
    107.3894	      0.0000
    107.3905	      0.0000
    107.3915	      0.0000
    107.3926	      0.0000
    107.3937	      0.0000
    107.3948	      0.0000
    107.3958	      0.0000
    107.3969	      0.0000
    107.3979	      0.0000
    109.0197	      0.0000
    109.0208	      0.0000
    109.0219	      0.0000
    109.0230	      0.0000
    109.0241	    689.0390
    109.0251	   1938.3486
    109.0262	   7512.8696
    109.0273	  18091.1016
    109.0284	  29591.7539
    109.0295	  33042.9453
    109.0305	  22500.1934
    109.0316	  11368.1846
    109.0327	   2792.7102
    109.0338	    607.1414
    109.0348	      0.0000
    109.0358	      0.0000
    109.0369	      0.0000
    109.0380	      0.0000
    110.0538	      0.0000
    110.0549	      0.0000
    110.0560	      0.0000
    110.0571	      0.0000
    110.0582	    535.6743
    110.0593	   1698.0254
    110.0603	   2788.0637
    110.0614	   2859.5208
    110.0625	   1962.9999
    110.0636	   1071.8517
    110.0647	      0.0000
    110.0658	      0.0000
    110.0669	    111.1313
    110.0680	   1675.4437
    110.0691	   7648.7397
    110.0702	  16864.9980
    110.0713	  26746.5156
    110.0724	  27602.0352
    110.0735	  18081.2578
    110.0746	   8988.0371
    110.0756	   2463.7766
    110.0767	    686.0105
    110.0780	      0.0000
    110.0791	      0.0000
    110.0802	      0.0000
    110.0813	      0.0000
    111.0362	      0.0000
    111.0373	      0.0000
    111.0384	      0.0000
    111.0395	      0.0000
    111.0406	   1285.7358
    111.0417	   4605.6992
    111.0428	  10708.1406
    111.0439	  17447.7910
    111.0451	  19569.7246
    111.0462	  13375.3857
    111.0473	   6836.0229
    111.0484	   1555.9492
    111.0495	      0.0000
    111.0505	      0.0000
    111.0516	      0.0000
    111.0528	      0.0000
    111.0539	      0.0000
    115.0284	      0.0000
    115.0295	      0.0000
    115.0307	      0.0000
    115.0319	      0.0000
    115.0330	   1471.1946
    115.0342	   1761.9902
    115.0354	   4500.6709
    115.0365	  15455.5840
    115.0377	  35543.1836
    115.0389	  57443.4063
    115.0401	  63405.0547
    115.0412	  43010.3047
    115.0424	  22103.4902
    115.0436	   5612.7061
    115.0447	    791.4365
    115.0458	      0.0000
    115.0469	      0.0000
    115.0481	      0.0000
    115.0493	      0.0000
    122.0513	      0.0000
    122.0526	      0.0000
    122.0539	      0.0000
    122.0552	      0.0000
    122.0564	   1183.6528
    122.0577	   2637.5784
    122.0590	   4259.1230
    122.0603	   5084.4243
    122.0615	   4519.2817
    122.0628	   2936.6758
    122.0641	   1339.5519
    122.0654	      0.0000
    122.0666	      0.0000
    122.0679	      0.0000
    122.0692	      0.0000
    124.2143	      0.0000
    124.2156	      0.0000
    124.2169	      0.0000
    124.2182	      0.0000
    124.2195	      0.0000
    124.2209	      0.0000
    124.2222	      0.0000
    124.2235	      0.0000
    124.2248	      0.0000
    124.2261	      0.0000
    124.2274	      0.0000
    124.2287	      0.0000
    124.2300	      0.0000
    125.0616	      0.0000
    125.0630	      0.0000
    125.0643	      0.0000
    125.0656	      0.0000
    125.0669	    940.4139
    125.0683	   2070.0842
    125.0696	   5559.9878
    125.0709	   9368.4092
    125.0723	   9978.5537
    125.0736	   6650.0679
    125.0749	   2376.6528
    125.0762	    798.2249
    125.0776	      0.0000
    125.0789	      0.0000
    125.0802	      0.0000
    125.0815	      0.0000
    126.0062	      0.0000
    126.0075	      0.0000
    126.0089	      0.0000
    126.0102	      0.0000
    126.0116	      0.0000
    126.0129	      0.0000
    126.0142	      0.0000
    126.0156	      0.0000
    126.0169	      0.0000
    126.0183	      0.0000
    126.0196	      0.0000
    126.0209	      0.0000
    126.0223	      0.0000
    126.0236	      0.0000
    126.0384	      0.0000
    126.0397	      0.0000
    126.0411	      0.0000
    126.0424	      0.0000
    126.0438	      0.0000
    126.0451	   4831.9331
    126.0464	   8245.6709
    126.0478	  18931.9980
    126.0491	  22907.3340
    126.0505	  60638.0547
    126.0518	 210319.5313
    126.0532	 513215.0938
    126.0545	 842027.6875
    126.0558	 973589.6250
    126.0572	 689992.3125
    126.0585	 375488.1875
    126.0599	 113313.5625
    126.0612	  30120.2656
    126.0626	  15084.3438
    126.0639	  11932.9385
    126.0652	   4699.9634
    126.0666	   1101.7827
    126.0679	      0.0000
    126.0693	      0.0000
    126.0706	      0.0000
    126.0720	      0.0000
    126.0733	      0.0000
    126.0746	      0.0000
    126.0760	      0.0000
    126.0773	      0.0000
    126.0787	      0.0000
    126.0800	      0.0000
    126.0814	      0.0000
    126.0827	      0.0000
    126.0840	      0.0000
    126.0854	      0.0000
    126.0867	      0.0000
    126.0881	      0.0000
    126.0894	      0.0000
    126.0908	      0.0000
    126.0921	      0.0000
    126.0934	      0.0000
    126.0948	      0.0000
    126.0961	      0.0000
    126.0975	      0.0000
    126.0988	      0.0000
    126.1002	      0.0000
    126.1015	      0.0000
    127.0226	      0.0000
    127.0239	      0.0000
    127.0253	      0.0000
    127.0266	      0.0000
    127.0280	      0.0000
    127.0294	      0.0000
    127.0307	      0.0000
    127.0321	   4109.7319
    127.0335	   5128.2051
    127.0348	  15351.5811
    127.0362	  53597.7656
    127.0375	 111043.0547
    127.0389	 172550.3906
    127.0403	 173466.2500
    127.0416	 112072.8359
    127.0430	  54476.6211
    127.0443	  14354.3076
    127.0457	   2660.1665
    127.0471	   1842.9335
    127.0484	   1419.6537
    127.0498	      0.0000
    127.0511	      0.0000
    127.0525	     43.2371
    127.0538	   3966.1160
    127.0552	  16366.1055
    127.0566	  38288.8477
    127.0579	  62147.8477
    127.0593	  72345.3984
    127.0606	  50691.4766
    127.0620	  26724.3281
    127.0634	   7315.2207
    127.0647	   1141.4501
    127.0660	      0.0000
    127.0673	      0.0000
    127.0687	      0.0000
    127.0701	      0.0000
    128.0320	      0.0000
    128.0334	      0.0000
    128.0348	      0.0000
    128.0361	      0.0000
    128.0375	   1034.8551
    128.0389	   2337.0327
    128.0403	   7013.0425
    128.0416	  12135.0146
    128.0430	  14784.9600
    128.0444	  10637.7568
    128.0458	   5684.7598
    128.0471	   1455.0553
    128.0487	      0.0000
    128.0501	      0.0000
    128.0515	      0.0000
    128.0529	      0.0000
    129.0441	      0.0000
    129.0455	      0.0000
    129.0469	      0.0000
    129.0483	      0.0000
    129.0497	    498.4792
    129.0510	   2333.7813
    129.0524	   7924.0571
    129.0538	  14617.1631
    129.0552	  20406.5977
    129.0566	  17122.8105
    129.0580	  10119.7080
    129.0594	   3682.9414
    129.0608	    598.0436
    129.0620	      0.0000
    129.0634	      0.0000
    129.0648	      0.0000
    129.0661	      0.0000
    129.0940	      0.0000
    129.0954	      0.0000
    129.0967	      0.0000
    129.0981	      0.0000
    129.0995	   1481.3762
    129.1009	   2854.3042
    129.1023	   3717.5562
    129.1037	   3407.1699
    129.1051	   2121.2534
    129.1065	    770.6495
    129.1079	      0.0000
    129.1092	      0.0000
    129.1106	      0.0000
    129.1120	      0.0000
    132.0660	      0.0000
    132.0674	      0.0000
    132.0689	      0.0000
    132.0703	      0.0000
    132.0718	    638.6380
    132.0732	   1655.0183
    132.0746	   5343.4248
    132.0761	   9409.8857
    132.0775	  11637.1367
    132.0790	   8512.0205
    132.0804	   4764.1167
    132.0818	   1404.2032
    132.0833	      0.0000
    132.0847	      0.0000
    132.0862	      0.0000
    132.0876	      0.0000
    132.0919	      0.0000
    132.0934	      0.0000
    132.0948	      0.0000
    132.0962	      0.0000
    132.0977	    880.6304
    132.0991	   4553.4492
    132.1006	   9099.8584
    132.1020	  13658.0693
    132.1034	  12908.9932
    132.1049	   8128.4648
    132.1063	   3636.7607
    132.1078	    793.9958
    132.1092	      0.0000
    132.1106	      0.0000
    132.1121	      0.0000
    132.1135	      0.0000
    133.0388	      0.0000
    133.0402	      0.0000
    133.0417	      0.0000
    133.0431	      0.0000
    133.0446	    580.3284
    133.0460	   1671.8855
    133.0475	   5036.2583
    133.0489	   8708.1377
    133.0504	  10869.7383
    133.0519	   8045.0181
    133.0533	   4421.1108
    133.0548	   1470.9298
    133.0562	      0.0000
    133.0576	      0.0000
    133.0591	      0.0000
    133.0605	      0.0000
    137.9984	      0.0000
    137.9999	      0.0000
    138.0014	      0.0000
    138.0030	      0.0000
    138.0045	      0.0000
    138.0060	      0.0000
    138.0076	      0.0000
    138.0091	      0.0000
    138.0107	      0.0000
    138.0122	      0.0000
    138.0137	      0.0000
    138.0153	      0.0000
    138.0168	      0.0000
    138.0183	      0.0000
    138.0199	      0.0000
    138.0214	      0.0000
    138.0230	      0.0000
    138.0245	      0.0000
    138.0261	      0.0000
    138.0276	      0.0000
    138.0292	      0.0000
    138.0368	      0.0000
    138.0384	      0.0000
    138.0399	      0.0000
    138.0415	      0.0000
    138.0430	   1004.3688
    138.0445	   5937.7495
    138.0461	  20136.9238
    138.0476	  25156.9043
    138.0492	  51799.3477
    138.0507	 176346.4375
    138.0522	 549834.0625
    138.0538	 972969.8125
    138.0553	1317557.8750
    138.0568	1079915.8750
    138.0584	 643859.0625
    138.0599	 239106.6094
    138.0615	  63846.9297
    138.0630	  19716.7676
    138.0645	  15430.6895
    138.0661	   3815.4663
    138.0676	    949.6848
    138.0691	      0.0000
    138.0707	      0.0000
    138.0722	      0.0000
    138.0737	      0.0000
    138.0753	      0.0000
    138.0768	      0.0000
    138.0783	      0.0000
    138.0799	      0.0000
    138.0814	      0.0000
    138.0830	      0.0000
    138.0845	      0.0000
    138.0860	      0.0000
    138.0876	      0.0000
    138.0891	      0.0000
    138.0907	      0.0000
    138.0922	      0.0000
    138.0937	      0.0000
    138.0953	      0.0000
    138.0968	      0.0000
    138.0984	      0.0000
    138.0999	      0.0000
    138.1014	      0.0000
    138.1030	      0.0000
    138.1045	      0.0000
    138.1060	      0.0000
    138.1076	      0.0000
    138.7255	      0.0000
    138.7270	      0.0000
    138.7286	      0.0000
    138.7301	      0.0000
    138.7317	      0.0000
    138.7332	      0.0000
    138.7348	      0.0000
    138.7363	      0.0000
    138.7379	      0.0000
    138.7394	      0.0000
    138.7410	      0.0000
    138.7425	      0.0000
    138.7441	      0.0000
    138.7456	      0.0000
    138.7472	      0.0000
    138.7487	      0.0000
    138.7503	      0.0000
    138.7518	      0.0000
    138.7534	      0.0000
    139.0297	      0.0000
    139.0313	      0.0000
    139.0328	      0.0000
    139.0344	      0.0000
    139.0360	   1075.8768
    139.0375	   2430.0325
    139.0391	   3816.9700
    139.0406	   4668.8252
    139.0422	   2534.3284
    139.0437	      0.0000
    139.0455	      0.0000
    139.0471	      0.0000
    139.0486	    742.6392
    139.0502	   1704.7621
    139.0518	   4671.6855
    139.0533	   9599.6865
    139.0549	  26123.0508
    139.0564	  57848.7891
    139.0580	  92756.8828
    139.0595	 103072.5469
    139.0611	  70523.3125
    139.0626	  36741.4531
    139.0642	   9530.3008
    139.0658	   1107.7075
    139.0671	      0.0000
    139.0686	      0.0000
    139.0702	      0.0000
    139.0717	      0.0000
    140.0491	      0.0000
    140.0507	      0.0000
    140.0523	      0.0000
    140.0539	      0.0000
    140.0554	   1093.8528
    140.0570	   2511.3269
    140.0586	   4010.9839
    140.0601	   4675.2798
    140.0617	   4070.7532
    140.0633	   2587.2310
    140.0649	   1123.4111
    140.0664	      0.0000
    140.0680	    874.7906
    140.0696	   1722.5099
    140.0711	   2146.9695
    140.0727	   1734.6453
    140.0743	    865.9348
    140.0759	      0.0000
    140.0774	      0.0000
    140.0790	      0.0000
    140.0806	      0.0000
    140.6263	      0.0000
    140.6279	      0.0000
    140.6295	      0.0000
    140.6310	      0.0000
    140.6326	      0.0000
    140.6342	      0.0000
    140.6358	      0.0000
    140.6374	      0.0000
    140.6390	      0.0000
    140.6405	      0.0000
    140.6421	      0.0000
    140.6437	      0.0000
    140.6453	      0.0000
    140.6469	      0.0000
    140.7260	      0.0000
    140.7276	      0.0000
    140.7292	      0.0000
    140.7308	      0.0000
    140.7323	      0.0000
    140.7339	      0.0000
    140.7355	      0.0000
    140.7371	      0.0000
    140.7387	      0.0000
    140.7403	      0.0000
    140.7418	      0.0000
    140.7434	      0.0000
    140.7450	      0.0000
    140.7466	      0.0000
    140.7482	      0.0000
    140.7498	      0.0000
    140.7513	      0.0000
    140.7529	      0.0000
    140.7545	      0.0000
    140.7561	      0.0000
    140.7577	      0.0000
    141.0559	      0.0000
    141.0575	      0.0000
    141.0591	      0.0000
    141.0607	      0.0000
    141.0623	    830.4582
    141.0639	   1662.0219
    141.0655	   2116.3450
    141.0671	   1929.1362
    141.0687	   1290.7944
    141.0703	      0.0000
    141.0719	      0.0000
    141.0735	      0.0000
    141.0751	      0.0000
    144.0457	      0.0000
    144.0473	      0.0000
    144.0490	      0.0000
    144.0506	      0.0000
    144.0522	      0.0000
    144.0539	      0.0000
    144.0555	      0.0000
    144.0572	   2737.4858
    144.0588	   3224.5220
    144.0604	  10879.1709
    144.0621	  39221.0430
    144.0637	  78812.1406
    144.0654	 119949.6719
    144.0670	 115656.5703
    144.0686	  73296.0313
    144.0703	  33944.1875
    144.0719	   9467.8506
    144.0736	   3243.9551
    144.0752	   2682.0332
    144.0769	   1546.3210
    144.0785	      0.0000
    144.0801	      0.0000
    144.0817	      0.0000
    144.0834	      0.0000
    145.0297	      0.0000
    145.0313	      0.0000
    145.0330	      0.0000
    145.0347	      0.0000
    145.0363	      0.0000
    145.0380	      0.0000
    145.0396	      0.0000
    145.0414	   3487.8684
    145.0430	   6324.9790
    145.0447	  21357.2676
    145.0464	  70765.6406
    145.0480	 133274.5000
    145.0497	 192609.7344
    145.0513	 172022.0469
    145.0530	 105576.0156
    145.0546	  44374.8398
    145.0563	  11887.4131
    145.0580	   3825.2488
    145.0596	   3516.9265
    145.0613	   1506.8022
    145.0628	      0.0000
    145.0645	      0.0000
    145.0661	      0.0000
    145.0678	      0.0000
    145.0695	      0.0000
    145.0711	      0.0000
    145.0728	      0.0000
    145.0746	      0.0000
    145.0762	      0.0000
    145.0779	      0.0000
    145.0796	      0.0000
    146.0407	      0.0000
    146.0424	      0.0000
    146.0441	      0.0000
    146.0457	      0.0000
    146.0474	   1008.7654
    146.0491	   4274.5220
    146.0508	   9948.0439
    146.0524	  16036.0742
    146.0541	  17167.3672
    146.0558	  11313.8906
    146.0575	   5346.9663
    146.0591	   1094.3375
    146.0606	      0.0000
    146.0623	      0.0000
    146.0640	      0.0000
    146.0656	      0.0000
    147.0552	      0.0000
    147.0569	      0.0000
    147.0586	      0.0000
    147.0603	      0.0000
    147.0620	    964.3810
    147.0637	   2054.9944
    147.0654	   2772.4670
    147.0671	   2516.1243
    147.0688	   1499.7729
    147.0705	      0.0000
    147.0722	      0.0000
    147.0739	   1334.9746
    147.0755	   2296.4006
    147.0772	   2679.4399
    147.0789	   2173.1523
    147.0806	   1126.7521
    147.0824	      0.0000
    147.0841	      0.0000
    147.0858	      0.0000
    147.0874	      0.0000
    150.0416	      0.0000
    150.0433	      0.0000
    150.0451	      0.0000
    150.0468	      0.0000
    150.0486	   1059.1294
    150.0503	   1898.4363
    150.0521	   6386.8838
    150.0538	  11343.7432
    150.0555	  14901.4199
    150.0573	  11426.5332
    150.0590	   6423.3623
    150.0608	   1773.3873
    150.0625	    106.2542
    150.0642	      0.0000
    150.0660	      0.0000
    150.0677	      0.0000
    150.0694	      0.0000
    155.0684	      0.0000
    155.0702	      0.0000
    155.0721	      0.0000
    155.0739	      0.0000
    155.0757	    655.2004
    155.0775	   1677.8143
    155.0794	   3549.9626
    155.0812	   6644.0762
    155.0830	   4869.3774
    155.0849	   3314.2832
    155.0867	   1493.0947
    155.0886	      0.0000
    155.0904	      0.0000
    155.0923	      0.0000
    155.0941	      0.0000
    156.0660	      0.0000
    156.0678	      0.0000
    156.0697	      0.0000
    156.0715	      0.0000
    156.0734	    857.1309
    156.0752	   1742.0865
    156.0771	   2112.6807
    156.0789	   1757.1859
    156.0808	   1018.5826
    156.0826	      0.0000
    156.0845	      0.0000
    156.0863	      0.0000
    156.0882	      0.0000
    159.0542	      0.0000
    159.0561	      0.0000
    159.0580	      0.0000
    159.0600	      0.0000
    159.0619	   1333.5359
    159.0638	   2121.8020
    159.0657	   2266.2693
    159.0676	   1630.1245
    159.0695	    688.1876
    159.0713	      0.0000
    159.0732	      0.0000
    159.0752	      0.0000
    159.0771	      0.0000
    162.0645	      0.0000
    162.0665	      0.0000
    162.0685	      0.0000
    162.0704	      0.0000
    162.0724	    960.3242
    162.0743	   2013.0787
    162.0763	   2839.3181
    162.0782	   2849.9675
    162.0802	   1983.8496
    162.0822	    849.5835
    162.0840	      0.0000
    162.0860	      0.0000
    162.0880	      0.0000
    162.0899	      0.0000
    163.0356	      0.0000
    163.0375	      0.0000
    163.0395	      0.0000
    163.0415	      0.0000
    163.0435	   1042.5610
    163.0454	   1796.0093
    163.0474	   2665.0715
    163.0494	   5562.2681
    163.0514	   6515.7222
    163.0533	  18851.7578
    163.0553	  67679.6016
    163.0573	 155328.1406
    163.0593	 250222.9063
    163.0612	 274806.4063
    163.0632	 187790.4219
    163.0652	  98357.4766
    163.0672	  28941.2148
    163.0691	   8169.3149
    163.0711	   4733.3076
    163.0731	   3041.8347
    163.0751	    977.0505
    163.0771	      0.0000
    163.0791	      0.0000
    163.0811	      0.0000
    163.0830	      0.0000
    163.1739	      0.0000
    163.1759	      0.0000
    163.1779	      0.0000
    163.1799	      0.0000
    163.1819	      0.0000
    163.1838	      0.0000
    163.1858	      0.0000
    163.1878	      0.0000
    163.1898	      0.0000
    163.1917	      0.0000
    163.1937	      0.0000
    163.1957	      0.0000
    163.1977	      0.0000
    163.1996	      0.0000
    163.2016	      0.0000
    163.2036	      0.0000
    163.2056	      0.0000
    163.2076	      0.0000
    163.2095	      0.0000
    163.2115	      0.0000
    163.2135	      0.0000
    163.2155	      0.0000
    163.2847	      0.0000
    163.2867	      0.0000
    163.2887	      0.0000
    163.2907	      0.0000
    163.2926	      0.0000
    163.2946	      0.0000
    163.2966	      0.0000
    163.2986	      0.0000
    163.3006	      0.0000
    163.3025	      0.0000
    163.3045	      0.0000
    163.3065	      0.0000
    163.3085	      0.0000
    163.3105	      0.0000
    163.3124	      0.0000
    163.3144	      0.0000
    163.3164	      0.0000
    163.3184	      0.0000
    163.3203	      0.0000
    163.3223	      0.0000
    163.3243	      0.0000
    163.3263	      0.0000
    163.3283	      0.0000
    163.3996	      0.0000
    163.4016	      0.0000
    163.4035	      0.0000
    163.4055	      0.0000
    163.4075	      0.0000
    163.4095	      0.0000
    163.4115	      0.0000
    163.4134	      0.0000
    163.4154	      0.0000
    163.4174	      0.0000
    163.4194	      0.0000
    163.4214	      0.0000
    163.4233	      0.0000
    163.4253	      0.0000
    163.4273	      0.0000
    163.4293	      0.0000
    163.4312	      0.0000
    163.4332	      0.0000
    163.4352	      0.0000
    163.4372	      0.0000
    164.0493	      0.0000
    164.0513	      0.0000
    164.0533	      0.0000
    164.0553	      0.0000
    164.0573	   1104.3240
    164.0593	   5044.7690
    164.0613	  10455.9102
    164.0632	  15979.0693
    164.0652	  15020.3496
    164.0672	   9264.0459
    164.0692	   4028.6331
    164.0712	    776.1816
    164.0732	      0.0000
    164.0752	      0.0000
    164.0772	      0.0000
    164.0792	      0.0000
    167.0659	      0.0000
    167.0679	      0.0000
    167.0700	      0.0000
    167.0720	      0.0000
    167.0741	    996.2975
    167.0761	   5131.7920
    167.0782	  13437.1582
    167.0802	  22406.4551
    167.0823	  26473.6230
    167.0843	  19084.2715
