# ljz_20131022_MR_Chym1_ELUTE.mzML
# index,id,event,analyzer,msLevel,rt,m/z,intensity
5887,controllerType=0 controllerNumber=1 scan=9331,1,Unknown,ms1,2402.25,737.8694,0.0000
5888,controllerType=0 controllerNumber=1 scan=9337,1,Unknown,ms1,2403.23,737.8649,0.0000
5888,controllerType=0 controllerNumber=1 scan=9337,1,Unknown,ms1,2403.23,737.8696,0.0000
5889,controllerType=0 controllerNumber=1 scan=9342,1,Unknown,ms1,2404.02,737.8657,0.0000
5889,controllerType=0 controllerNumber=1 scan=9342,1,Unknown,ms1,2404.02,737.8705,0.0000
5890,controllerType=0 controllerNumber=1 scan=9347,1,Unknown,ms1,2404.95,737.8672,0.0000
5891,controllerType=0 controllerNumber=1 scan=9348,1,Unknown,ms1,2405.31,737.8675,0.0000
5892,controllerType=0 controllerNumber=1 scan=9354,1,Unknown,ms1,2406.50,737.8649,0.0000
5892,controllerType=0 controllerNumber=1 scan=9354,1,Unknown,ms1,2406.50,737.8696,0.0000
5893,controllerType=0 controllerNumber=1 scan=9357,1,Unknown,ms1,2407.05,737.8666,0.0000
5893,controllerType=0 controllerNumber=1 scan=9357,1,Unknown,ms1,2407.05,737.8714,0.0000
5894,controllerType=0 controllerNumber=1 scan=9358,1,Unknown,ms1,2407.41,737.8660,0.0000
5894,controllerType=0 controllerNumber=1 scan=9358,1,Unknown,ms1,2407.41,737.8707,0.0000
5895,controllerType=0 controllerNumber=1 scan=9363,1,Unknown,ms1,2408.27,737.8649,0.0000
5895,controllerType=0 controllerNumber=1 scan=9363,1,Unknown,ms1,2408.27,737.8696,0.0000
5896,controllerType=0 controllerNumber=1 scan=9367,1,Unknown,ms1,2409.04,737.8647,0.0000
5896,controllerType=0 controllerNumber=1 scan=9367,1,Unknown,ms1,2409.04,737.8694,0.0000
5897,controllerType=0 controllerNumber=1 scan=9372,1,Unknown,ms1,2409.80,737.8644,0.0000
5897,controllerType=0 controllerNumber=1 scan=9372,1,Unknown,ms1,2409.80,737.8691,0.0000
5898,controllerType=0 controllerNumber=1 scan=9378,1,Unknown,ms1,2410.75,737.8686,0.0000
5900,controllerType=0 controllerNumber=1 scan=9386,1,Unknown,ms1,2412.07,737.8683,0.0000
5921,controllerType=0 controllerNumber=1 scan=9521,1,Unknown,ms1,2434.54,737.8674,0.0000
6011,controllerType=0 controllerNumber=1 scan=9777,1,Unknown,ms1,2485.77,737.8644,0.0000
6011,controllerType=0 controllerNumber=1 scan=9777,1,Unknown,ms1,2485.77,737.8692,0.0000
6037,controllerType=0 controllerNumber=1 scan=9911,1,Unknown,ms1,2508.99,737.8687,0.0000
6129,controllerType=0 controllerNumber=1 scan=10404,1,Unknown,ms1,2592.40,737.8643,0.0000
6133,controllerType=0 controllerNumber=1 scan=10419,1,Unknown,ms1,2595.06,737.8645,0.0000
6133,controllerType=0 controllerNumber=1 scan=10419,1,Unknown,ms1,2595.06,737.8693,13290.3076
6174,controllerType=0 controllerNumber=1 scan=10545,1,Unknown,ms1,2620.25,737.8647,0.0000
6174,controllerType=0 controllerNumber=1 scan=10545,1,Unknown,ms1,2620.25,737.8694,0.0000
6204,controllerType=0 controllerNumber=1 scan=10717,1,Unknown,ms1,2649.93,737.8687,0.0000
6209,controllerType=0 controllerNumber=1 scan=10763,1,Unknown,ms1,2657.51,737.8686,0.0000
6277,controllerType=0 controllerNumber=1 scan=11127,1,Unknown,ms1,2723.16,737.8649,134156.1406
6277,controllerType=0 controllerNumber=1 scan=11127,1,Unknown,ms1,2723.16,737.8697,154446.4531
6281,controllerType=0 controllerNumber=1 scan=11134,1,Unknown,ms1,2724.84,737.8648,363921.3438
6281,controllerType=0 controllerNumber=1 scan=11134,1,Unknown,ms1,2724.84,737.8695,459393.1875
6285,controllerType=0 controllerNumber=1 scan=11155,1,Unknown,ms1,2728.67,737.8645,100348.7422
6285,controllerType=0 controllerNumber=1 scan=11155,1,Unknown,ms1,2728.67,737.8693,148665.8594
6295,controllerType=0 controllerNumber=1 scan=11187,1,Unknown,ms1,2735.08,737.8687,104384.7422
6315,controllerType=0 controllerNumber=1 scan=11316,1,Unknown,ms1,2757.22,737.8646,772567.8125
6315,controllerType=0 controllerNumber=1 scan=11316,1,Unknown,ms1,2757.22,737.8694,1060853.8750
6316,controllerType=0 controllerNumber=1 scan=11320,1,Unknown,ms1,2757.92,737.8645,342093.7813
6316,controllerType=0 controllerNumber=1 scan=11320,1,Unknown,ms1,2757.92,737.8693,379509.4375
6317,controllerType=0 controllerNumber=1 scan=11327,1,Unknown,ms1,2759.08,737.8676,1590008.0000
6318,controllerType=0 controllerNumber=1 scan=11331,1,Unknown,ms1,2759.71,737.8648,1429400.3750
6318,controllerType=0 controllerNumber=1 scan=11331,1,Unknown,ms1,2759.71,737.8695,1986187.6250
6319,controllerType=0 controllerNumber=1 scan=11337,1,Unknown,ms1,2760.72,737.8646,3473466.7500
6319,controllerType=0 controllerNumber=1 scan=11337,1,Unknown,ms1,2760.72,737.8694,4669949.5000
6320,controllerType=0 controllerNumber=1 scan=11343,1,Unknown,ms1,2761.86,737.8644,3617168.2500
6320,controllerType=0 controllerNumber=1 scan=11343,1,Unknown,ms1,2761.86,737.8691,5200966.0000
6321,controllerType=0 controllerNumber=1 scan=11349,1,Unknown,ms1,2762.87,737.8646,5759539.0000
6321,controllerType=0 controllerNumber=1 scan=11349,1,Unknown,ms1,2762.87,737.8694,8249320.5000
6322,controllerType=0 controllerNumber=1 scan=11350,1,Unknown,ms1,2763.23,737.8649,6840775.0000
6322,controllerType=0 controllerNumber=1 scan=11350,1,Unknown,ms1,2763.23,737.8696,9517348.0000
6323,controllerType=0 controllerNumber=1 scan=11356,1,Unknown,ms1,2764.24,737.8647,8872168.0000
6323,controllerType=0 controllerNumber=1 scan=11356,1,Unknown,ms1,2764.24,737.8695,12942725.0000
6324,controllerType=0 controllerNumber=1 scan=11366,1,Unknown,ms1,2765.82,737.8643,19878852.0000
6324,controllerType=0 controllerNumber=1 scan=11366,1,Unknown,ms1,2765.82,737.8691,29619070.0000
6325,controllerType=0 controllerNumber=1 scan=11369,1,Unknown,ms1,2766.31,737.8643,22745902.0000
6325,controllerType=0 controllerNumber=1 scan=11369,1,Unknown,ms1,2766.31,737.8691,34211512.0000
6326,controllerType=0 controllerNumber=1 scan=11374,1,Unknown,ms1,2767.00,737.8643,26348486.0000
6326,controllerType=0 controllerNumber=1 scan=11374,1,Unknown,ms1,2767.00,737.8690,40010648.0000
6327,controllerType=0 controllerNumber=1 scan=11382,1,Unknown,ms1,2768.32,737.8682,48191552.0000
6328,controllerType=0 controllerNumber=1 scan=11388,1,Unknown,ms1,2769.26,737.8681,60923364.0000
6329,controllerType=0 controllerNumber=1 scan=11396,1,Unknown,ms1,2770.51,737.8681,72815808.0000
6330,controllerType=0 controllerNumber=1 scan=11400,1,Unknown,ms1,2771.11,737.8678,74654648.0000
6331,controllerType=0 controllerNumber=1 scan=11406,1,Unknown,ms1,2772.12,737.8683,89885864.0000
6332,controllerType=0 controllerNumber=1 scan=11412,1,Unknown,ms1,2773.13,737.8682,70465432.0000
6333,controllerType=0 controllerNumber=1 scan=11413,1,Unknown,ms1,2773.50,737.8682,60182320.0000
6334,controllerType=0 controllerNumber=1 scan=11416,1,Unknown,ms1,2774.04,737.8689,57039464.0000
6335,controllerType=0 controllerNumber=1 scan=11420,1,Unknown,ms1,2774.74,737.8646,41881216.0000
6335,controllerType=0 controllerNumber=1 scan=11420,1,Unknown,ms1,2774.74,737.8693,59483608.0000
6336,controllerType=0 controllerNumber=1 scan=11425,1,Unknown,ms1,2775.58,737.8647,35194796.0000
6336,controllerType=0 controllerNumber=1 scan=11425,1,Unknown,ms1,2775.58,737.8695,49790416.0000
6337,controllerType=0 controllerNumber=1 scan=11426,1,Unknown,ms1,2775.95,737.8648,27051692.0000
6337,controllerType=0 controllerNumber=1 scan=11426,1,Unknown,ms1,2775.95,737.8696,37606868.0000
6338,controllerType=0 controllerNumber=1 scan=11432,1,Unknown,ms1,2776.76,737.8650,16653478.0000
6338,controllerType=0 controllerNumber=1 scan=11432,1,Unknown,ms1,2776.76,737.8697,22225794.0000
6339,controllerType=0 controllerNumber=1 scan=11441,1,Unknown,ms1,2778.07,737.8652,11802975.0000
6339,controllerType=0 controllerNumber=1 scan=11441,1,Unknown,ms1,2778.07,737.8700,16347063.0000
6340,controllerType=0 controllerNumber=1 scan=11442,1,Unknown,ms1,2778.43,737.8653,13382232.0000
6340,controllerType=0 controllerNumber=1 scan=11442,1,Unknown,ms1,2778.43,737.8701,18182480.0000
6341,controllerType=0 controllerNumber=1 scan=11446,1,Unknown,ms1,2779.14,737.8652,9258261.0000
6341,controllerType=0 controllerNumber=1 scan=11446,1,Unknown,ms1,2779.14,737.8700,11698615.0000
6342,controllerType=0 controllerNumber=1 scan=11447,1,Unknown,ms1,2779.50,737.8653,8316415.5000
6342,controllerType=0 controllerNumber=1 scan=11447,1,Unknown,ms1,2779.50,737.8700,11424474.0000
6343,controllerType=0 controllerNumber=1 scan=11452,1,Unknown,ms1,2780.36,737.8653,7048727.0000
6343,controllerType=0 controllerNumber=1 scan=11452,1,Unknown,ms1,2780.36,737.8701,9853377.0000
6344,controllerType=0 controllerNumber=1 scan=11453,1,Unknown,ms1,2780.72,737.8652,4386886.5000
6344,controllerType=0 controllerNumber=1 scan=11453,1,Unknown,ms1,2780.72,737.8700,6217815.0000
6345,controllerType=0 controllerNumber=1 scan=11458,1,Unknown,ms1,2781.50,737.8653,5213056.0000
6345,controllerType=0 controllerNumber=1 scan=11458,1,Unknown,ms1,2781.50,737.8701,7521892.0000
6346,controllerType=0 controllerNumber=1 scan=11459,1,Unknown,ms1,2781.86,737.8658,4483622.0000
6346,controllerType=0 controllerNumber=1 scan=11459,1,Unknown,ms1,2781.86,737.8705,6059314.0000
6347,controllerType=0 controllerNumber=1 scan=11464,1,Unknown,ms1,2782.64,737.8659,2915959.0000
6347,controllerType=0 controllerNumber=1 scan=11464,1,Unknown,ms1,2782.64,737.8706,4245697.0000
6348,controllerType=0 controllerNumber=1 scan=11469,1,Unknown,ms1,2783.56,737.8650,3024922.0000
6348,controllerType=0 controllerNumber=1 scan=11469,1,Unknown,ms1,2783.56,737.8698,4316031.0000
6349,controllerType=0 controllerNumber=1 scan=11470,1,Unknown,ms1,2783.93,737.8657,2849454.2500
6349,controllerType=0 controllerNumber=1 scan=11470,1,Unknown,ms1,2783.93,737.8705,4007660.2500
6350,controllerType=0 controllerNumber=1 scan=11478,1,Unknown,ms1,2785.18,737.8659,1977814.0000
6350,controllerType=0 controllerNumber=1 scan=11478,1,Unknown,ms1,2785.18,737.8707,2983455.7500
6351,controllerType=0 controllerNumber=1 scan=11484,1,Unknown,ms1,2786.05,737.8657,1459513.3750
6351,controllerType=0 controllerNumber=1 scan=11484,1,Unknown,ms1,2786.05,737.8705,2115043.0000
6352,controllerType=0 controllerNumber=1 scan=11489,1,Unknown,ms1,2786.91,737.8665,1394900.1250
6352,controllerType=0 controllerNumber=1 scan=11489,1,Unknown,ms1,2786.91,737.8712,1915066.8750
6353,controllerType=0 controllerNumber=1 scan=11493,1,Unknown,ms1,2787.74,737.8662,847544.3750
6353,controllerType=0 controllerNumber=1 scan=11493,1,Unknown,ms1,2787.74,737.8709,1326233.7500
6354,controllerType=0 controllerNumber=1 scan=11498,1,Unknown,ms1,2788.58,737.8663,871616.2500
6354,controllerType=0 controllerNumber=1 scan=11498,1,Unknown,ms1,2788.58,737.8711,1262089.1250
6355,controllerType=0 controllerNumber=1 scan=11502,1,Unknown,ms1,2789.35,737.8662,800600.3750
6355,controllerType=0 controllerNumber=1 scan=11502,1,Unknown,ms1,2789.35,737.8709,1160496.5000
6356,controllerType=0 controllerNumber=1 scan=11503,1,Unknown,ms1,2789.72,737.8652,797852.0625
6356,controllerType=0 controllerNumber=1 scan=11503,1,Unknown,ms1,2789.72,737.8700,1222054.8750
6357,controllerType=0 controllerNumber=1 scan=11507,1,Unknown,ms1,2790.33,737.8644,706550.1875
6357,controllerType=0 controllerNumber=1 scan=11507,1,Unknown,ms1,2790.33,737.8692,1134429.5000
6358,controllerType=0 controllerNumber=1 scan=11511,1,Unknown,ms1,2791.17,737.8652,590704.0000
6358,controllerType=0 controllerNumber=1 scan=11511,1,Unknown,ms1,2791.17,737.8699,952531.1875
6359,controllerType=0 controllerNumber=1 scan=11515,1,Unknown,ms1,2792.00,737.8648,226477.5625
6359,controllerType=0 controllerNumber=1 scan=11515,1,Unknown,ms1,2792.00,737.8695,384537.4375
6360,controllerType=0 controllerNumber=1 scan=11519,1,Unknown,ms1,2792.60,737.8656,464832.7813
6360,controllerType=0 controllerNumber=1 scan=11519,1,Unknown,ms1,2792.60,737.8703,710330.6250
6361,controllerType=0 controllerNumber=1 scan=11526,1,Unknown,ms1,2793.77,737.8645,245707.1875
6361,controllerType=0 controllerNumber=1 scan=11526,1,Unknown,ms1,2793.77,737.8693,351194.0313
6362,controllerType=0 controllerNumber=1 scan=11533,1,Unknown,ms1,2794.93,737.8647,195571.9844
6362,controllerType=0 controllerNumber=1 scan=11533,1,Unknown,ms1,2794.93,737.8695,321701.8750
6363,controllerType=0 controllerNumber=1 scan=11541,1,Unknown,ms1,2796.26,737.8642,373623.0313
6363,controllerType=0 controllerNumber=1 scan=11541,1,Unknown,ms1,2796.26,737.8690,609236.8125
6364,controllerType=0 controllerNumber=1 scan=11548,1,Unknown,ms1,2797.56,737.8662,288161.2188
6364,controllerType=0 controllerNumber=1 scan=11548,1,Unknown,ms1,2797.56,737.8710,451617.9688
6365,controllerType=0 controllerNumber=1 scan=11551,1,Unknown,ms1,2798.10,737.8647,286430.4063
6365,controllerType=0 controllerNumber=1 scan=11551,1,Unknown,ms1,2798.10,737.8695,470907.4375
6366,controllerType=0 controllerNumber=1 scan=11560,1,Unknown,ms1,2799.58,737.8648,139645.1875
6366,controllerType=0 controllerNumber=1 scan=11560,1,Unknown,ms1,2799.58,737.8695,238714.6250
6367,controllerType=0 controllerNumber=1 scan=11568,1,Unknown,ms1,2800.90,737.8646,164592.3750
6367,controllerType=0 controllerNumber=1 scan=11568,1,Unknown,ms1,2800.90,737.8693,283036.1875
6368,controllerType=0 controllerNumber=1 scan=11573,1,Unknown,ms1,2801.95,737.8688,295950.9375
6369,controllerType=0 controllerNumber=1 scan=11580,1,Unknown,ms1,2803.12,737.8682,201978.1563
6370,controllerType=0 controllerNumber=1 scan=11587,1,Unknown,ms1,2804.29,737.8657,181221.3281
6370,controllerType=0 controllerNumber=1 scan=11587,1,Unknown,ms1,2804.29,737.8704,289181.7188
6371,controllerType=0 controllerNumber=1 scan=11595,1,Unknown,ms1,2805.62,737.8686,267100.0625
6372,controllerType=0 controllerNumber=1 scan=11605,1,Unknown,ms1,2807.42,737.8644,133929.8594
6372,controllerType=0 controllerNumber=1 scan=11605,1,Unknown,ms1,2807.42,737.8691,232543.4844
6373,controllerType=0 controllerNumber=1 scan=11618,1,Unknown,ms1,2809.51,737.8643,95479.7734
6373,controllerType=0 controllerNumber=1 scan=11618,1,Unknown,ms1,2809.51,737.8690,170482.9063
6374,controllerType=0 controllerNumber=1 scan=11630,1,Unknown,ms1,2811.43,737.8689,188879.5781
6375,controllerType=0 controllerNumber=1 scan=11637,1,Unknown,ms1,2812.78,737.8687,315244.5938
6376,controllerType=0 controllerNumber=1 scan=11643,1,Unknown,ms1,2813.88,737.8687,203479.2969
6377,controllerType=0 controllerNumber=1 scan=11654,1,Unknown,ms1,2815.66,737.8649,138426.7344
6377,controllerType=0 controllerNumber=1 scan=11654,1,Unknown,ms1,2815.66,737.8697,227617.7031
6378,controllerType=0 controllerNumber=1 scan=11667,1,Unknown,ms1,2817.85,737.8689,237837.8906
6379,controllerType=0 controllerNumber=1 scan=11670,1,Unknown,ms1,2818.39,737.8689,182450.7344
6380,controllerType=0 controllerNumber=1 scan=11674,1,Unknown,ms1,2819.10,737.8689,135306.7188
6381,controllerType=0 controllerNumber=1 scan=11686,1,Unknown,ms1,2821.05,737.8642,129004.8047
6381,controllerType=0 controllerNumber=1 scan=11686,1,Unknown,ms1,2821.05,737.8690,215232.2188
6382,controllerType=0 controllerNumber=1 scan=11690,1,Unknown,ms1,2821.75,737.8643,102332.4844
6382,controllerType=0 controllerNumber=1 scan=11690,1,Unknown,ms1,2821.75,737.8690,182010.2188
6383,controllerType=0 controllerNumber=1 scan=11694,1,Unknown,ms1,2822.45,737.8644,86902.0703
6383,controllerType=0 controllerNumber=1 scan=11694,1,Unknown,ms1,2822.45,737.8692,156690.0938
6384,controllerType=0 controllerNumber=1 scan=11701,1,Unknown,ms1,2823.62,737.8644,106350.8984
6384,controllerType=0 controllerNumber=1 scan=11701,1,Unknown,ms1,2823.62,737.8692,172225.8125
6385,controllerType=0 controllerNumber=1 scan=11708,1,Unknown,ms1,2824.77,737.8645,52245.5195
6385,controllerType=0 controllerNumber=1 scan=11708,1,Unknown,ms1,2824.77,737.8693,58068.6523
6386,controllerType=0 controllerNumber=1 scan=11715,1,Unknown,ms1,2825.94,737.8646,43201.2578
6386,controllerType=0 controllerNumber=1 scan=11715,1,Unknown,ms1,2825.94,737.8693,65654.0391
6387,controllerType=0 controllerNumber=1 scan=11722,1,Unknown,ms1,2827.29,737.8647,52114.8594
6387,controllerType=0 controllerNumber=1 scan=11722,1,Unknown,ms1,2827.29,737.8695,70795.3828
6388,controllerType=0 controllerNumber=1 scan=11727,1,Unknown,ms1,2828.22,737.8648,33388.2227
6388,controllerType=0 controllerNumber=1 scan=11727,1,Unknown,ms1,2828.22,737.8696,43799.7070
6389,controllerType=0 controllerNumber=1 scan=11731,1,Unknown,ms1,2829.00,737.8648,53852.9297
6389,controllerType=0 controllerNumber=1 scan=11731,1,Unknown,ms1,2829.00,737.8696,66816.3594
6390,controllerType=0 controllerNumber=1 scan=11734,1,Unknown,ms1,2829.55,737.8650,84523.5859
6390,controllerType=0 controllerNumber=1 scan=11734,1,Unknown,ms1,2829.55,737.8697,123181.3203
6391,controllerType=0 controllerNumber=1 scan=11738,1,Unknown,ms1,2830.25,737.8648,47668.6563
6391,controllerType=0 controllerNumber=1 scan=11738,1,Unknown,ms1,2830.25,737.8696,66032.1563
6392,controllerType=0 controllerNumber=1 scan=11745,1,Unknown,ms1,2831.61,737.8651,89821.8047
6392,controllerType=0 controllerNumber=1 scan=11745,1,Unknown,ms1,2831.61,737.8699,137526.7188
6393,controllerType=0 controllerNumber=1 scan=11752,1,Unknown,ms1,2832.77,737.8648,114302.0156
6393,controllerType=0 controllerNumber=1 scan=11752,1,Unknown,ms1,2832.77,737.8695,165396.2969
6394,controllerType=0 controllerNumber=1 scan=11755,1,Unknown,ms1,2833.32,737.8644,115113.4219
6394,controllerType=0 controllerNumber=1 scan=11755,1,Unknown,ms1,2833.32,737.8691,188937.4219
